antenna	0	Antenna2	10.0	6.666666666666667
antenna	1	Antenna2	20.0	6.666666666666667
antenna	2	Antenna2	30.0	6.666666666666667
antenna	3	Antenna2	40.0	6.666666666666667
antenna	4	Antenna2	10.0	13.333333333333334
antenna	5	Antenna2	20.0	13.333333333333334
antenna	6	Antenna2	30.0	13.333333333333334
antenna	7	Antenna2	40.0	13.333333333333334
antenna	8	Antenna2	10.0	20.0
antenna	9	Antenna2	20.0	20.0
antenna	10	Antenna2	30.0	20.0
antenna	11	Antenna2	40.0	20.0
antenna	12	Antenna2	10.0	26.666666666666668
antenna	13	Antenna2	20.0	26.666666666666668
antenna	14	Antenna2	30.0	26.666666666666668
antenna	15	Antenna2	40.0	26.666666666666668
antenna	16	Antenna2	10.0	33.333333333333336
antenna	17	Antenna2	20.0	33.333333333333336
antenna	18	Antenna2	30.0	33.333333333333336
antenna	19	Antenna2	40.0	33.333333333333336
ue	0	UE1-App1	3.565816343696272	4.400280423382661	app1
ue	1	UE1-App1	20.954846419849517	5.200309162599123	app1
ue	2	UE1-App1	45.15874501963304	2.4879929779905736	app1
ue	3	UE1-App1	27.27389996166242	13.955710241877513	app1
ue	4	UE1-App1	42.75224432753907	7.226833472156827	app1
ue	5	UE1-App1	17.5236161983545	14.018059390529256	app1
ue	6	UE1-App1	13.013004273362945	1.0651515895896915	app1
ue	7	UE1-App1	22.377513877345702	4.416926490266492	app1
ue	8	UE1-App1	30.282373759911536	3.725201496908115	app1
ue	9	UE1-App1	16.4574897130573	18.484546623970807	app1
ue	10	UE1-App1	45.364533961940445	4.617817893761309	app1
ue	11	UE1-App1	7.9665781571435526	31.812801929993263	app1
ue	12	UE1-App1	2.040562766032473	36.534871375522506	app1
ue	13	UE1-App1	29.09699619836543	11.347546505200969	app1
ue	14	UE1-App1	42.05404456556158	30.982995151719358	app1
ue	15	UE1-App1	17.829645749642264	32.25836706038929	app1
ue	16	UE1-App1	11.13626106263946	24.747198521431578	app1
ue	17	UE1-App1	26.826672655909416	32.564202461108394	app1
ue	18	UE1-App1	16.447894458583416	16.53128790724807	app1
ue	19	UE1-App1	38.69467540578226	20.997333220698536	app1
ue	20	UE1-App1	34.557023714389295	25.89577730791445	app1
ue	21	UE1-App1	33.66622392258587	35.71384425093919	app1
ue	22	UE1-App1	24.820687037034634	27.070338654222738	app1
ue	23	UE1-App1	19.35155995930168	2.2418109629029725	app1
ue	24	UE1-App1	37.95448542108473	8.077131720686594	app1
ue	25	UE1-App1	41.18931903725772	36.632190562704956	app1
ue	26	UE1-App1	33.24563371265289	7.634948619165421	app1
ue	27	UE1-App1	17.5088914867936	16.256538975780806	app1
ue	28	UE1-App1	4.591248128060641	18.813915737856693	app1
ue	29	UE1-App1	29.08525721101604	14.108137873083528	app1
ue	30	UE2-App2	10.264031609325746	4.438134502116966	app2
ue	31	UE2-App2	31.78755861380884	1.5003352608519218	app2
ue	32	UE2-App2	18.243770471811857	9.936060814731084	app2
ue	33	UE2-App2	27.067877043406465	29.222870693650414	app2
ue	34	UE2-App2	45.54851050620219	25.913232730480953	app2
ue	35	UE2-App2	49.59786188784387	38.59830771985139	app2
ue	36	UE2-App2	31.869544776488038	10.101554179360225	app2
ue	37	UE2-App2	24.706762649514186	7.925999492382297	app2
ue	38	UE2-App2	49.60593086691663	18.335496885813892	app2
ue	39	UE2-App2	37.83085774334897	2.721064384251313	app2
ue	40	UE2-App2	7.6016524311950455	8.533901831651793	app2
ue	41	UE2-App2	13.561755017530583	14.729853687537371	app2
ue	42	UE2-App2	14.324562764010828	17.936474760893496	app2
ue	43	UE2-App2	21.597508520017648	5.236212544782465	app2
ue	44	UE2-App2	4.067829966587525	14.847396430187285	app2
ue	45	UE2-App2	5.35065633850075	17.894812241209287	app2
ue	46	UE2-App2	1.419499523870596	21.896239725656017	app2
ue	47	UE2-App2	4.600715643037571	28.074030673270165	app2
ue	48	UE2-App2	20.80615608712812	39.428578820644766	app2
ue	49	UE2-App2	13.864460966233448	19.42791887587469	app2
